;team;date;attaque;milieu;defense;budget_transfert
1690;Crystal Palace FIFA 21;27 Octobre 2020 ;79;76;74;€30.000.000
1691;Burnley FIFA 21;27 Octobre 2020 ;77;77;75;€27.000.000
1692;Newcastle United FIFA 21;27 Octobre 2020 ;76;77;76;€30.000.000
1693;Southampton FIFA 21;27 Octobre 2020 ;77;76;76;€35.000.000
1694;Aston Villa FIFA 21;27 Octobre 2020 ;76;76;75;€37.500.000
1695;Brighton & Hove Albion FIFA 21;27 Octobre 2020 ;75;74;74;€36.000.000
1696;Fulham FIFA 21;27 Octobre 2020 ;77;74;73;€16.500.000
1697;Sheffield United FIFA 21;27 Octobre 2020 ;74;77;75;€20.000.000
1698;Leeds United FIFA 21;27 Octobre 2020 ;77;75;74;€16.500.000
1699;West Bromwich Albion FIFA 21;27 Octobre 2020 ;72;73;73;€18.500.000
1700;Liverpool FIFA 21;23 Septembre 2020 ;89;84;86;€90.000.000
1701;Manchester City FIFA 21;23 Septembre 2020 ;86;85;84;€176.000.000
1702;Chelsea FIFA 21;23 Septembre 2020 ;85;83;81;€85.000.000
1703;Tottenham Hotspur FIFA 21;23 Septembre 2020 ;85;82;81;€75.000.000
1704;Manchester United FIFA 21;23 Septembre 2020 ;84;82;81;€177.000.000
1705;Arsenal FIFA 21;23 Septembre 2020 ;83;80;78;€80.000.000
1706;Leicester City FIFA 21;23 Septembre 2020 ;81;79;79;€45.000.000
1707;Everton FIFA 21;23 Septembre 2020 ;80;78;79;€51.000.000
1708;West Ham United FIFA 21;23 Septembre 2020 ;79;78;76;€35.000.000
1709;Wolverhampton Wanderers FIFA 21;23 Septembre 2020 ;78;82;77;€45.000.000
1710;Crystal Palace FIFA 21;23 Septembre 2020 ;79;76;75;€30.000.000
1711;Newcastle United FIFA 21;23 Septembre 2020 ;78;77;76;€30.000.000
1712;Burnley FIFA 21;23 Septembre 2020 ;77;76;76;€27.000.000
1713;Southampton FIFA 21;23 Septembre 2020 ;77;76;76;€35.000.000
1714;Brighton & Hove Albion FIFA 21;23 Septembre 2020 ;77;74;74;€36.000.000
1715;Aston Villa FIFA 21;23 Septembre 2020 ;76;75;74;€37.500.000
1716;Fulham FIFA 21;23 Septembre 2020 ;75;73;72;€16.500.000
1717;Sheffield United FIFA 21;23 Septembre 2020 ;74;77;77;€20.000.000
1718;Leeds United FIFA 21;23 Septembre 2020 ;76;73;73;€16.500.000
1719;West Bromwich Albion FIFA 21;23 Septembre 2020 ;72;74;73;€18.500.000
1720;Liverpool FIFA 21;24 Août 2020 ;89;83;86;€90.000.000
1721;Manchester City FIFA 21;24 Août 2020 ;86;85;84;€176.000.000
1722;Tottenham Hotspur FIFA 21;24 Août 2020 ;88;81;81;€75.000.000
1723;Manchester United FIFA 21;24 Août 2020 ;84;81;81;€177.000.000
1724;Chelsea FIFA 21;24 Août 2020 ;79;82;81;€85.000.000
1725;Arsenal FIFA 21;24 Août 2020 ;82;81;78;€80.000.000
1726;Leicester City FIFA 21;24 Août 2020 ;79;78;81;€45.000.000
1727;Wolverhampton Wanderers FIFA 21;24 Août 2020 ;80;82;77;€45.000.000
1728;Everton FIFA 21;24 Août 2020 ;80;75;79;€51.000.000
1729;West Ham United FIFA 21;24 Août 2020 ;79;78;76;€35.000.000
1730;Crystal Palace FIFA 21;24 Août 2020 ;77;77;76;€30.000.000
1731;Newcastle United FIFA 21;24 Août 2020 ;77;77;76;€30.000.000
1732;Brighton & Hove Albion FIFA 21;24 Août 2020 ;77;76;76;€36.000.000
1733;Burnley FIFA 21;24 Août 2020 ;77;76;76;€27.000.000
1734;Southampton FIFA 21;24 Août 2020 ;77;76;75;€35.000.000
1735;Aston Villa FIFA 21;24 Août 2020 ;76;75;74;€37.500.000
1736;Sheffield United FIFA 21;24 Août 2020 ;74;77;77;€20.000.000
1737;Fulham FIFA 21;24 Août 2020 ;75;74;71;€16.500.000
1738;West Bromwich Albion FIFA 21;24 Août 2020 ;71;74;71;€18.500.000
1739;Leeds United FIFA 21;24 Août 2020 ;71;73;72;€16.500.000
1740;Manchester City FIFA 20;29 Juillet 2020 ;87;86;83;€176.000.000
1741;Liverpool FIFA 20;29 Juillet 2020 ;87;83;85;€103.000.000
1742;Tottenham Hotspur FIFA 20;29 Juillet 2020 ;85;82;82;€76.000.000
1743;Manchester United FIFA 20;29 Juillet 2020 ;83;81;81;€177.000.000
1744;Chelsea FIFA 20;29 Juillet 2020 ;80;84;81;€91.000.000
1745;Arsenal FIFA 20;29 Juillet 2020 ;84;82;78;€74.000.000
1746;Leicester City FIFA 20;29 Juillet 2020 ;80;79;79;€45.000.000
1747;West Ham United FIFA 20;29 Juillet 2020 ;82;78;73;€51.500.000
1748;Everton FIFA 20;29 Juillet 2020 ;80;78;79;€51.000.000
1749;Wolverhampton Wanderers FIFA 20;29 Juillet 2020 ;79;79;78;€42.000.000
1750;Watford FIFA 20;29 Juillet 2020 ;76;78;75;€38.500.000
1751;Newcastle United FIFA 20;29 Juillet 2020 ;75;78;77;€25.500.000
1752;Crystal Palace FIFA 20;29 Juillet 2020 ;73;77;76;€34.500.000
1753;AFC Bournemouth FIFA 20;29 Juillet 2020 ;78;76;76;€36.500.000
1754;Burnley FIFA 20;29 Juillet 2020 ;77;76;76;€25.000.000
1755;Aston Villa FIFA 20;29 Juillet 2020 ;77;75;75;€37.500.000
1756;Southampton FIFA 20;29 Juillet 2020 ;76;76;76;€35.000.000
1757;Brighton & Hove Albion FIFA 20;29 Juillet 2020 ;75;76;76;€32.000.000
1758;Sheffield United FIFA 20;29 Juillet 2020 ;73;77;75;€18.000.000
1759;Norwich City FIFA 20;29 Juillet 2020 ;75;74;72;€25.000.000
1760;Manchester City FIFA 20;24 Juin 2020 ;87;86;83;€176.000.000
1761;Liverpool FIFA 20;24 Juin 2020 ;87;83;85;€103.000.000
1762;Tottenham Hotspur FIFA 20;24 Juin 2020 ;85;82;82;€76.000.000
1763;Manchester United FIFA 20;24 Juin 2020 ;83;81;81;€177.000.000
1764;Chelsea FIFA 20;24 Juin 2020 ;80;84;81;€91.000.000
1765;Arsenal FIFA 20;24 Juin 2020 ;84;82;78;€74.000.000
1766;Leicester City FIFA 20;24 Juin 2020 ;80;79;79;€45.000.000
1767;West Ham United FIFA 20;24 Juin 2020 ;82;78;73;€51.500.000
1768;Everton FIFA 20;24 Juin 2020 ;80;78;79;€51.000.000
1769;Wolverhampton Wanderers FIFA 20;24 Juin 2020 ;79;79;78;€42.000.000
1770;Watford FIFA 20;24 Juin 2020 ;76;78;75;€38.500.000
1771;Newcastle United FIFA 20;24 Juin 2020 ;75;78;77;€25.500.000
1772;Crystal Palace FIFA 20;24 Juin 2020 ;73;77;76;€34.500.000
1773;AFC Bournemouth FIFA 20;24 Juin 2020 ;78;76;76;€36.500.000
1774;Burnley FIFA 20;24 Juin 2020 ;77;76;76;€25.000.000
1775;Aston Villa FIFA 20;24 Juin 2020 ;77;75;75;€37.500.000
1776;Southampton FIFA 20;24 Juin 2020 ;76;76;76;€35.000.000
1777;Brighton & Hove Albion FIFA 20;24 Juin 2020 ;75;76;76;€32.000.000
1778;Sheffield United FIFA 20;24 Juin 2020 ;73;77;75;€18.000.000
1779;Norwich City FIFA 20;24 Juin 2020 ;75;74;72;€25.000.000
1780;Manchester City FIFA 20;27 Mai 2020 ;87;86;83;€176.000.000
1781;Liverpool FIFA 20;27 Mai 2020 ;87;83;85;€103.000.000
1782;Tottenham Hotspur FIFA 20;27 Mai 2020 ;85;82;82;€76.000.000
1783;Manchester United FIFA 20;27 Mai 2020 ;83;81;81;€177.000.000
1784;Chelsea FIFA 20;27 Mai 2020 ;80;84;81;€91.000.000
1785;Arsenal FIFA 20;27 Mai 2020 ;84;82;78;€74.000.000
1786;Leicester City FIFA 20;27 Mai 2020 ;80;79;79;€45.000.000
1787;West Ham United FIFA 20;27 Mai 2020 ;82;78;73;€51.500.000
1788;Everton FIFA 20;27 Mai 2020 ;80;78;79;€51.000.000
1789;Wolverhampton Wanderers FIFA 20;27 Mai 2020 ;79;79;78;€42.000.000
1790;Watford FIFA 20;27 Mai 2020 ;76;78;75;€38.500.000
1791;Newcastle United FIFA 20;27 Mai 2020 ;75;78;77;€25.500.000
1792;Crystal Palace FIFA 20;27 Mai 2020 ;73;77;76;€34.500.000
1793;AFC Bournemouth FIFA 20;27 Mai 2020 ;78;76;76;€36.500.000
1794;Burnley FIFA 20;27 Mai 2020 ;77;76;76;€25.000.000
1795;Aston Villa FIFA 20;27 Mai 2020 ;77;75;75;€37.500.000
1796;Southampton FIFA 20;27 Mai 2020 ;76;76;76;€35.000.000
1797;Brighton & Hove Albion FIFA 20;27 Mai 2020 ;75;76;76;€32.000.000
1798;Sheffield United FIFA 20;27 Mai 2020 ;73;77;75;€18.000.000
1799;Norwich City FIFA 20;27 Mai 2020 ;75;74;72;€25.000.000
1800;Manchester City FIFA 20;29 Avril 2020 ;87;86;83;€176.000.000
1801;Liverpool FIFA 20;29 Avril 2020 ;87;83;85;€103.000.000
1802;Tottenham Hotspur FIFA 20;29 Avril 2020 ;85;82;82;€76.000.000
1803;Manchester United FIFA 20;29 Avril 2020 ;83;81;81;€177.000.000
1804;Chelsea FIFA 20;29 Avril 2020 ;80;84;81;€91.000.000
1805;Arsenal FIFA 20;29 Avril 2020 ;84;82;78;€74.000.000
1806;Leicester City FIFA 20;29 Avril 2020 ;80;79;79;€45.000.000
1807;West Ham United FIFA 20;29 Avril 2020 ;82;78;73;€51.500.000
1808;Everton FIFA 20;29 Avril 2020 ;80;78;79;€51.000.000
1809;Wolverhampton Wanderers FIFA 20;29 Avril 2020 ;79;79;78;€42.000.000
1810;Watford FIFA 20;29 Avril 2020 ;76;78;75;€38.500.000
1811;Newcastle United FIFA 20;29 Avril 2020 ;75;78;77;€25.500.000
1812;Crystal Palace FIFA 20;29 Avril 2020 ;73;77;76;€34.500.000
1813;AFC Bournemouth FIFA 20;29 Avril 2020 ;78;76;76;€36.500.000
1814;Burnley FIFA 20;29 Avril 2020 ;77;76;76;€25.000.000
1815;Aston Villa FIFA 20;29 Avril 2020 ;77;75;75;€37.500.000
1816;Southampton FIFA 20;29 Avril 2020 ;76;76;76;€35.000.000
1817;Brighton & Hove Albion FIFA 20;29 Avril 2020 ;75;76;76;€32.000.000
1818;Sheffield United FIFA 20;29 Avril 2020 ;73;77;75;€18.000.000
1819;Norwich City FIFA 20;29 Avril 2020 ;75;74;72;€25.000.000
1820;Manchester City FIFA 20;30 Mars 2020 ;87;87;83;€176.000.000
1821;Liverpool FIFA 20;30 Mars 2020 ;87;83;85;€103.000.000
1822;Tottenham Hotspur FIFA 20;30 Mars 2020 ;85;82;82;€76.000.000
1823;Manchester United FIFA 20;30 Mars 2020 ;83;80;80;€177.000.000
1824;Chelsea FIFA 20;30 Mars 2020 ;80;83;81;€91.000.000
1825;Arsenal FIFA 20;30 Mars 2020 ;84;82;78;€74.000.000
1826;Everton FIFA 20;30 Mars 2020 ;80;78;79;€51.000.000
1827;Leicester City FIFA 20;30 Mars 2020 ;79;79;80;€45.000.000
1828;West Ham United FIFA 20;30 Mars 2020 ;82;78;72;€51.500.000
1829;Wolverhampton Wanderers FIFA 20;30 Mars 2020 ;79;79;78;€42.000.000
1830;Watford FIFA 20;30 Mars 2020 ;76;78;75;€38.500.000
1831;Newcastle United FIFA 20;30 Mars 2020 ;76;77;77;€25.500.000
1832;Crystal Palace FIFA 20;30 Mars 2020 ;73;77;76;€34.500.000
1833;AFC Bournemouth FIFA 20;30 Mars 2020 ;78;76;76;€36.500.000
1834;Burnley FIFA 20;30 Mars 2020 ;77;76;76;€25.000.000
1835;Aston Villa FIFA 20;30 Mars 2020 ;77;75;75;€37.500.000
1836;Brighton & Hove Albion FIFA 20;30 Mars 2020 ;76;77;76;€32.000.000
1837;Southampton FIFA 20;30 Mars 2020 ;76;76;76;€35.000.000
1838;Sheffield United FIFA 20;30 Mars 2020 ;73;77;75;€18.000.000
1839;Norwich City FIFA 20;30 Mars 2020 ;76;74;72;€25.000.000
1840;Manchester City FIFA 20;24 Février 2020 ;87;87;83;€176.000.000
1841;Liverpool FIFA 20;24 Février 2020 ;87;83;85;€103.000.000
1842;Tottenham Hotspur FIFA 20;24 Février 2020 ;86;82;82;€76.000.000
1843;Manchester United FIFA 20;24 Février 2020 ;83;80;78;€177.000.000
1844;Chelsea FIFA 20;24 Février 2020 ;79;85;80;€91.000.000
1845;Arsenal FIFA 20;24 Février 2020 ;85;82;78;€74.000.000
1846;Everton FIFA 20;24 Février 2020 ;79;78;79;€51.000.000
1847;Leicester City FIFA 20;24 Février 2020 ;78;79;80;€45.000.000
1848;West Ham United FIFA 20;24 Février 2020 ;82;78;76;€51.500.000
1849;Wolverhampton Wanderers FIFA 20;24 Février 2020 ;79;79;77;€42.000.000
1850;Watford FIFA 20;24 Février 2020 ;77;78;75;€38.500.000
1851;Newcastle United FIFA 20;24 Février 2020 ;77;77;77;€25.500.000
1852;Crystal Palace FIFA 20;24 Février 2020 ;76;78;76;€34.500.000
1853;AFC Bournemouth FIFA 20;24 Février 2020 ;78;76;76;€36.500.000
1854;Burnley FIFA 20;24 Février 2020 ;77;76;77;€25.000.000
1855;Aston Villa FIFA 20;24 Février 2020 ;77;75;72;€37.500.000
1856;Brighton & Hove Albion FIFA 20;24 Février 2020 ;76;77;76;€32.000.000
1857;Southampton FIFA 20;24 Février 2020 ;75;76;76;€35.000.000
1858;Sheffield United FIFA 20;24 Février 2020 ;73;76;75;€18.000.000
1859;Norwich City FIFA 20;24 Février 2020 ;76;74;72;€25.000.000
1860;Manchester City FIFA 20;30 Janvier 2020 ;87;87;84;€176.000.000
1861;Liverpool FIFA 20;30 Janvier 2020 ;87;83;85;€103.000.000
1862;Tottenham Hotspur FIFA 20;30 Janvier 2020 ;85;82;81;€76.000.000
1863;Arsenal FIFA 20;30 Janvier 2020 ;85;82;79;€74.000.000
1864;Manchester United FIFA 20;30 Janvier 2020 ;83;80;78;€177.000.000
1865;Chelsea FIFA 20;30 Janvier 2020 ;79;85;81;€91.000.000
1866;Everton FIFA 20;30 Janvier 2020 ;79;78;78;€51.000.000
1867;Leicester City FIFA 20;30 Janvier 2020 ;78;79;80;€45.000.000
1868;West Ham United FIFA 20;30 Janvier 2020 ;82;79;76;€51.500.000
1869;Wolverhampton Wanderers FIFA 20;30 Janvier 2020 ;79;78;76;€42.000.000
1870;Watford FIFA 20;30 Janvier 2020 ;78;78;76;€38.500.000
1871;Newcastle United FIFA 20;30 Janvier 2020 ;77;77;77;€25.500.000
1872;Crystal Palace FIFA 20;30 Janvier 2020 ;76;78;76;€34.500.000
1873;AFC Bournemouth FIFA 20;30 Janvier 2020 ;78;76;76;€36.500.000
1874;Burnley FIFA 20;30 Janvier 2020 ;77;75;77;€25.000.000
1875;Aston Villa FIFA 20;30 Janvier 2020 ;77;75;75;€37.500.000
1876;Brighton & Hove Albion FIFA 20;30 Janvier 2020 ;75;77;76;€32.000.000
1877;Southampton FIFA 20;30 Janvier 2020 ;75;76;76;€35.000.000
1878;Norwich City FIFA 20;30 Janvier 2020 ;76;74;72;€25.000.000
1879;Sheffield United FIFA 20;30 Janvier 2020 ;73;75;75;€18.000.000
1880;Manchester City FIFA 20;23 Décembre 2019 ;87;87;84;€176.000.000
1881;Liverpool FIFA 20;23 Décembre 2019 ;87;83;84;€103.000.000
1882;Tottenham Hotspur FIFA 20;23 Décembre 2019 ;89;82;83;€76.000.000
1883;Arsenal FIFA 20;23 Décembre 2019 ;86;82;79;€74.000.000
1884;Manchester United FIFA 20;23 Décembre 2019 ;83;80;80;€177.000.000
1885;Chelsea FIFA 20;23 Décembre 2019 ;80;82;80;€91.000.000
1886;Everton FIFA 20;23 Décembre 2019 ;78;78;79;€51.000.000
1887;West Ham United FIFA 20;23 Décembre 2019 ;83;78;76;€51.500.000
1888;Leicester City FIFA 20;23 Décembre 2019 ;79;78;79;€45.000.000
1889;Wolverhampton Wanderers FIFA 20;23 Décembre 2019 ;78;83;77;€42.000.000
1890;AFC Bournemouth FIFA 20;23 Décembre 2019 ;79;76;77;€36.500.000
1891;Newcastle United FIFA 20;23 Décembre 2019 ;78;77;77;€25.500.000
1892;Watford FIFA 20;23 Décembre 2019 ;77;78;76;€38.500.000
1893;Crystal Palace FIFA 20;23 Décembre 2019 ;76;78;76;€34.500.000
1894;Burnley FIFA 20;23 Décembre 2019 ;77;76;76;€25.000.000
1895;Brighton & Hove Albion FIFA 20;23 Décembre 2019 ;73;77;75;€32.000.000
1896;Southampton FIFA 20;23 Décembre 2019 ;69;76;76;€35.000.000
1897;Aston Villa FIFA 20;23 Décembre 2019 ;76;75;74;€37.500.000
1898;Norwich City FIFA 20;23 Décembre 2019 ;76;73;72;€25.000.000
1899;Sheffield United FIFA 20;23 Décembre 2019 ;73;73;74;€18.000.000
1900;Manchester City FIFA 20;21 Novembre 2019 ;87;87;83;€176.000.000
1901;Liverpool FIFA 20;21 Novembre 2019 ;86;83;84;€103.000.000
1902;Tottenham Hotspur FIFA 20;21 Novembre 2019 ;86;83;82;€76.000.000
1903;Arsenal FIFA 20;21 Novembre 2019 ;86;82;80;€74.000.000
1904;Manchester United FIFA 20;21 Novembre 2019 ;83;79;80;€177.000.000
1905;Chelsea FIFA 20;21 Novembre 2019 ;80;82;80;€91.000.000
1906;Everton FIFA 20;21 Novembre 2019 ;77;79;79;€51.000.000
1907;West Ham United FIFA 20;21 Novembre 2019 ;83;79;77;€51.500.000
1908;Leicester City FIFA 20;21 Novembre 2019 ;78;78;78;€45.000.000
1909;Watford FIFA 20;21 Novembre 2019 ;78;78;76;€38.500.000
1910;Wolverhampton Wanderers FIFA 20;21 Novembre 2019 ;77;81;77;€42.000.000
1911;AFC Bournemouth FIFA 20;21 Novembre 2019 ;79;77;76;€36.500.000
1912;Newcastle United FIFA 20;21 Novembre 2019 ;78;77;76;€25.500.000
1913;Crystal Palace FIFA 20;21 Novembre 2019 ;75;77;76;€34.500.000
1914;Burnley FIFA 20;21 Novembre 2019 ;77;76;76;€25.000.000
1915;Southampton FIFA 20;21 Novembre 2019 ;75;76;76;€35.000.000
1916;Brighton & Hove Albion FIFA 20;21 Novembre 2019 ;73;77;75;€32.000.000
1917;Aston Villa FIFA 20;21 Novembre 2019 ;76;75;74;€37.500.000
1918;Norwich City FIFA 20;21 Novembre 2019 ;76;72;73;€25.000.000
1919;Sheffield United FIFA 20;21 Novembre 2019 ;72;73;73;€18.000.000
1920;Manchester City FIFA 20;30 Octobre 2019 ;86;87;83;€176.000.000
1921;Liverpool FIFA 20;30 Octobre 2019 ;86;83;84;€103.000.000
1922;Tottenham Hotspur FIFA 20;30 Octobre 2019 ;86;82;83;€76.000.000
1923;Arsenal FIFA 20;30 Octobre 2019 ;86;82;79;€74.000.000
1924;Manchester United FIFA 20;30 Octobre 2019 ;83;80;80;€177.000.000
1925;Chelsea FIFA 20;30 Octobre 2019 ;79;82;79;€91.000.000
1926;Everton FIFA 20;30 Octobre 2019 ;77;79;80;€51.000.000
1927;West Ham United FIFA 20;30 Octobre 2019 ;83;79;76;€51.500.000
1928;Leicester City FIFA 20;30 Octobre 2019 ;80;77;77;€45.000.000
1929;Wolverhampton Wanderers FIFA 20;30 Octobre 2019 ;77;81;77;€42.000.000
1930;Watford FIFA 20;30 Octobre 2019 ;77;79;76;€38.500.000
1931;Newcastle United FIFA 20;30 Octobre 2019 ;78;76;76;€25.500.000
1932;Crystal Palace FIFA 20;30 Octobre 2019 ;75;78;76;€34.500.000
1933;AFC Bournemouth FIFA 20;30 Octobre 2019 ;75;77;75;€36.500.000
1934;Burnley FIFA 20;30 Octobre 2019 ;77;76;76;€25.000.000
1935;Brighton & Hove Albion FIFA 20;30 Octobre 2019 ;77;76;75;€32.000.000
1936;Southampton FIFA 20;30 Octobre 2019 ;75;76;76;€35.000.000
1937;Aston Villa FIFA 20;30 Octobre 2019 ;75;75;74;€37.500.000
1938;Norwich City FIFA 20;30 Octobre 2019 ;76;73;73;€25.000.000
1939;Sheffield United FIFA 20;30 Octobre 2019 ;73;73;73;€18.000.000
1940;Manchester City FIFA 20;30 Septembre 2019 ;86;87;83;€176.000.000
1941;Liverpool FIFA 20;30 Septembre 2019 ;86;83;84;€103.000.000
1942;Tottenham Hotspur FIFA 20;30 Septembre 2019 ;86;83;82;€76.000.000
1943;Arsenal FIFA 20;30 Septembre 2019 ;86;82;80;€74.000.000
1944;Manchester United FIFA 20;30 Septembre 2019 ;83;79;80;€177.000.000
1945;Chelsea FIFA 20;30 Septembre 2019 ;79;84;80;€91.000.000
1946;Everton FIFA 20;30 Septembre 2019 ;77;79;80;€51.000.000
1947;West Ham United FIFA 20;30 Septembre 2019 ;83;79;76;€51.500.000
1948;Leicester City FIFA 20;30 Septembre 2019 ;79;77;77;€45.000.000
1949;Wolverhampton Wanderers FIFA 20;30 Septembre 2019 ;77;80;77;€42.000.000
1950;Watford FIFA 20;30 Septembre 2019 ;77;79;76;€38.500.000
1951;AFC Bournemouth FIFA 20;30 Septembre 2019 ;79;77;76;€36.500.000
1952;Newcastle United FIFA 20;30 Septembre 2019 ;78;76;76;€25.500.000
1953;Crystal Palace FIFA 20;30 Septembre 2019 ;75;77;76;€34.500.000
1954;Burnley FIFA 20;30 Septembre 2019 ;77;76;76;€25.000.000
1955;Brighton & Hove Albion FIFA 20;30 Septembre 2019 ;76;76;75;€32.000.000
1956;Southampton FIFA 20;30 Septembre 2019 ;75;76;76;€35.000.000
1957;Aston Villa FIFA 20;30 Septembre 2019 ;76;75;74;€37.500.000
1958;Norwich City FIFA 20;30 Septembre 2019 ;76;73;72;€25.000.000
1959;Sheffield United FIFA 20;30 Septembre 2019 ;73;73;73;€18.000.000
1960;Manchester City FIFA 20;22 Août 2019 ;86;87;83;€176.000.000
1961;Liverpool FIFA 20;22 Août 2019 ;86;83;84;€103.000.000
1962;Tottenham Hotspur FIFA 20;22 Août 2019 ;86;83;82;€76.000.000
1963;Manchester United FIFA 20;22 Août 2019 ;82;81;80;€177.000.000
1964;Arsenal FIFA 20;22 Août 2019 ;86;82;80;€74.000.000
1965;Chelsea FIFA 20;22 Août 2019 ;80;82;80;€91.000.000
1966;West Ham United FIFA 20;22 Août 2019 ;80;79;76;€51.500.000
1967;Everton FIFA 20;22 Août 2019 ;77;79;79;€51.000.000
1968;Leicester City FIFA 20;22 Août 2019 ;79;77;77;€45.000.000
1969;Watford FIFA 20;22 Août 2019 ;78;79;76;€38.500.000
1970;Wolverhampton Wanderers FIFA 20;22 Août 2019 ;77;80;77;€42.000.000
1971;AFC Bournemouth FIFA 20;22 Août 2019 ;79;77;76;€36.500.000
1972;Crystal Palace FIFA 20;22 Août 2019 ;79;77;76;€34.500.000
1973;Newcastle United FIFA 20;22 Août 2019 ;79;75;76;€25.500.000
1974;Burnley FIFA 20;22 Août 2019 ;77;76;76;€25.000.000
1975;Brighton & Hove Albion FIFA 20;22 Août 2019 ;77;76;75;€32.000.000
1976;Southampton FIFA 20;22 Août 2019 ;76;77;75;€35.000.000
1977;Aston Villa FIFA 20;22 Août 2019 ;76;75;73;€37.500.000
1978;Norwich City FIFA 20;22 Août 2019 ;76;73;72;€25.000.000
1979;Sheffield United FIFA 20;22 Août 2019 ;73;72;73;€18.000.000
1980;Manchester City FIFA 19;18 Juillet 2019 ;86;88;82;€170.000.000
1981;Tottenham Hotspur FIFA 19;18 Juillet 2019 ;86;82;83;€85.000.000
1982;Liverpool FIFA 19;18 Juillet 2019 ;86;82;82;€90.000.000
1983;Chelsea FIFA 19;18 Juillet 2019 ;85;83;82;€95.000.000
1984;Manchester United FIFA 19;18 Juillet 2019 ;83;83;80;€175.000.000
1985;Arsenal FIFA 19;18 Juillet 2019 ;82;83;80;€92.500.000
1986;Everton FIFA 19;18 Juillet 2019 ;77;80;79;€75.000.000
1987;West Ham United FIFA 19;18 Juillet 2019 ;78;78;77;€74.000.000
1988;Leicester City FIFA 19;18 Juillet 2019 ;78;76;79;€55.000.000
1989;Crystal Palace FIFA 19;18 Juillet 2019 ;79;77;76;€50.000.000
1990;Bournemouth FIFA 19;18 Juillet 2019 ;79;76;77;€47.000.000
1991;Watford FIFA 19;18 Juillet 2019 ;78;78;77;€48.000.000
1992;Burnley FIFA 19;18 Juillet 2019 ;77;75;77;€45.000.000
1993;Newcastle United FIFA 19;18 Juillet 2019 ;76;77;76;€40.000.000
1994;Wolverhampton Wanderers FIFA 19;18 Juillet 2019 ;75;80;76;€60.000.000
1995;Brighton & Hove Albion FIFA 19;18 Juillet 2019 ;76;77;76;€36.500.000
1996;Southampton FIFA 19;18 Juillet 2019 ;73;77;74;€50.000.000
1997;Fulham FIFA 19;18 Juillet 2019 ;78;76;73;€45.000.000
1998;Huddersfield Town FIFA 19;18 Juillet 2019 ;72;73;75;€37.500.000
1999;Cardiff City FIFA 19;18 Juillet 2019 ;73;73;72;€35.000.000
2000;Manchester City FIFA 19;27 Juin 2019 ;86;88;82;€170.000.000
2001;Tottenham Hotspur FIFA 19;27 Juin 2019 ;86;82;83;€85.000.000
2002;Liverpool FIFA 19;27 Juin 2019 ;86;82;82;€90.000.000
2003;Chelsea FIFA 19;27 Juin 2019 ;85;83;82;€95.000.000
2004;Manchester United FIFA 19;27 Juin 2019 ;83;83;80;€175.000.000
2005;Arsenal FIFA 19;27 Juin 2019 ;82;83;80;€92.500.000
2006;West Ham United FIFA 19;27 Juin 2019 ;80;78;77;€74.000.000
2007;Everton FIFA 19;27 Juin 2019 ;77;80;79;€75.000.000
2008;Leicester City FIFA 19;27 Juin 2019 ;78;76;79;€55.000.000
2009;Crystal Palace FIFA 19;27 Juin 2019 ;79;77;76;€50.000.000
2010;Bournemouth FIFA 19;27 Juin 2019 ;79;76;77;€47.000.000
2011;Watford FIFA 19;27 Juin 2019 ;78;78;77;€48.000.000
2012;Burnley FIFA 19;27 Juin 2019 ;77;75;77;€45.000.000
2013;Newcastle United FIFA 19;27 Juin 2019 ;76;77;76;€40.000.000
2014;Wolverhampton Wanderers FIFA 19;27 Juin 2019 ;75;80;76;€60.000.000
2015;Brighton & Hove Albion FIFA 19;27 Juin 2019 ;76;77;76;€36.500.000
2016;Southampton FIFA 19;27 Juin 2019 ;73;77;74;€50.000.000
2017;Fulham FIFA 19;27 Juin 2019 ;78;76;73;€45.000.000
2018;Huddersfield Town FIFA 19;27 Juin 2019 ;72;73;75;€37.500.000
2019;Cardiff City FIFA 19;27 Juin 2019 ;73;73;72;€35.000.000
2020;Manchester City FIFA 19;30 Mai 2019 ;86;88;82;€170.000.000
2021;Tottenham Hotspur FIFA 19;30 Mai 2019 ;86;82;83;€85.000.000
2022;Liverpool FIFA 19;30 Mai 2019 ;86;82;82;€90.000.000
2023;Chelsea FIFA 19;30 Mai 2019 ;85;83;82;€95.000.000
2024;Manchester United FIFA 19;30 Mai 2019 ;83;83;80;€175.000.000
2025;Arsenal FIFA 19;30 Mai 2019 ;82;83;80;€92.500.000
2026;West Ham United FIFA 19;30 Mai 2019 ;80;78;77;€74.000.000
2027;Everton FIFA 19;30 Mai 2019 ;77;80;79;€75.000.000
2028;Leicester City FIFA 19;30 Mai 2019 ;78;76;79;€55.000.000
2029;Crystal Palace FIFA 19;30 Mai 2019 ;79;77;76;€50.000.000
2030;Bournemouth FIFA 19;30 Mai 2019 ;79;76;77;€47.000.000
2031;Watford FIFA 19;30 Mai 2019 ;78;78;77;€48.000.000
